IsActive,Number,Name,Date,Notes,Barcode,ArticleAccountCoding,Unit,NetPrice,EU,stock,PurchasePrice,StockBalance,price_with_taxes,price_with_taxes (-20%)
TRUE,DK10490,(VO-3248) - (VO212LR),1633427600,,,90,PCE,,120,1,1296,,2800,2240
TRUE,DK10491,(VO-512) - Drivaksel,1633427601,,,90,PCE,,75,1,810,,3999,3199.2
TRUE,DK10502,(VO-104A) - Drivaksel venstre,1633427602,,,90,PCE,,66,1,712.8,,1999,1599.2
TRUE,DK10507,(VO-219A) - Drivaksel høyre,1633427603,,,90,PCE,,96,1,1036.8,,2980,2384
TRUE,DK10508,(VO-220A) -  (vo-221A) - Drivaksel,1633427604,,,90,PCE,,106,1,1144.8,,2860,2288
TRUE,DK10510,(VO-137A) - Drivaksel venstre,1633427605,,,90,PCE,,110,1,1188,,2990,2392
TRUE,DK10513,(TO-148) - Drivaksel venstre,1633427606,,,90,PCE,,90,1,972,,2790,2232
TRUE,Dk10522,(TO-3345) - (0114-KUN26)- Drivaksel,1633427607,,,90,PCE,,122,1,1317.6,,2990,2392
TRUE,DK10523,(TO-131A)  -(TO-8-818)- Drivaksel,1633427608,,,90,PCE,,91,1,982.8,,2640,2112
TRUE,DK10525,(TO-3965) -(0114-074)- Drivaksel,1633427609,,,90,PCE,,57,1,615.6,,2560,2048
TRUE,DK10526,(TO-244A) - Drivaksel høyre,1633427610,,,90,PCE,,66,1,712.8,,3300,2640
TRUE,DK10527,(TO-1010) -  (TO181L)- Drivaksel,1633427611,,,90,PCE,,100,1,1080,,3450,2760
TRUE,DK10531,(TO-162A) - (TO158LN)- Drivaksel,1633427612,,,90,PCE,,77,1,831.6,,3499,2799.2
TRUE,DK10532,(TO-1984)  - (0114-ACV30A48)- Drivaksel,1633427613,,,90,PCE,,55,1,594,,1990,1592
TRUE,DK10533,(VO-119A) - Drivaksel venstre,1633427614,,,90,PCE,,102,1,1101.6,,2700,2160
TRUE,DK10534,(VO-127A ) - Drivaksel venstre,1633427615,,,90,PCE,,125,1,1350,,3499,2799.2
TRUE,DK10535,(VO-522) - Drivaksel,1633427616,,,90,PCE,,99,1,1069.2,,2550,2040
TRUE,DK10539,(VO-140A) - Drivaksel,1633427617,,,90,PCE,,69,1,745.2,,2490,1992
TRUE,DK10542,(FD-248)- ( FD-233)- ((299042))-Drivaksel,1633427618,,,90,PCE,,54,1,583.2,,2535,2028
TRUE,DK10548,(FD-267A) - Drivaksel høyre,1633427619,,,90,PCE,,81,1,874.8,,2890,2312
TRUE,DK10552,(FD-158) - Drivaksel venstre,1633427620,,,90,PCE,,50,1,540,,2200,1760
TRUE,DK10553,(FD-1630) - (FO221LN)- Drivaksel,1633427621,,,90,PCE,,105,1,1134,,2650,2120
TRUE,DK10555,(FD-179) - Drivaksel venstre,1633427622,,,90,PCE,,78,1,842.4,,2690,2152
TRUE,DK10556,(VO-133) - Drivaksel venstre,1633427623,,,90,PCE,,111,1,1198.8,,3180,2544
TRUE,DK10558,(FD-2630)- (FO221RN)- Drivaksel,1633427624,,,90,PCE,,125,1,1350,,2700,2160
TRUE,DK10563,(VO-222A) - Drivaksel høyre,1633427625,,,90,PCE,,77,1,831.6,,2800,2240
TRUE,DK10564,(VO-117A) - Drivaksel venstre,1633427626,,,90,PCE,,92,1,993.6,,2990,2392
TRUE,DK10569,(VO-131) - Drivaksel venstre,1633427627,,,90,PCE,,68,1,734.4,,2800,2240
TRUE,DK10570,(FD-171A) - Drivaksel venstre,1633427628,,,90,PCE,,88,1,950.4,,2350,1880
TRUE,DK10571,(FD-403) - Drivaksel,1633427629,,,90,PCE,,63,1,680.4,,2420,1936
TRUE,DK10572,(FD-218) - Drivaksel høyre,1633427630,,,90,PCE,,45,1,486,,1900,1520
TRUE,DK10577,(FD-248) - ( FD-233) - ((299042)),1633427631,,,90,PCE,,54,1,583.2,,2535,2028
TRUE,DK10579,(FD-164) (FD-165)- Drivaksel venstre,1633427632,,,90,PCE,,62,1,669.6,,1650,1320
TRUE,DK10584,(FD-401) - Drivaksel,1633427633,,,90,PCE,,63,1,680.4,,2480,1984
TRUE,DK10586,(FD-259) - Drivaksel,1633427634,,,90,PCE,,55,1,594,,2350,1880
TRUE,DK10591,(FD-159)- Drivaksel venstre,1633427635,,,90,PCE,,55,1,594,,1399,1119.2
TRUE,DK10592,(FD-249A) - Drivaksel høyre,1633427636,,,90,PCE,,61,1,658.8,,2250,1800
TRUE,DK10593,(FD-109A) - Drivaksel venstre,1633427637,,,90,PCE,,46,1,496.8,,1791,1432.8
TRUE,DK10594,(FD-227) - Drivaksel høyre,1633427638,,,90,PCE,,63,1,680.4,,1600,1280
TRUE,DK10595,(HO-157)- Drivaksel venstre,1633427639,,,90,PCE,,71,1,766.8,,2800,2240
TRUE,DK10599,(HO-149) - Drivaksel venstre,1633427640,,,90,PCE,,63,1,680.4,,2390,1912
TRUE,DK10602,(HO-218A) - Drivaksel høyre,1633427641,,,90,PCE,,56,1,604.8,,2700,2160
TRUE,DK10604,(HO-115A)- (HO-138A)- Drivaksel,1633427642,,,90,PCE,,50,1,540,,1950,1560
TRUE,DK10605,(HO-247) - Drivaksel høyre,1633427643,,,90,PCE,,62,1,669.6,,2490,1992
TRUE,DK10606,(HO-258) - Drivaksel høyre,1633427644,,,90,PCE,,74,1,799.2,,3250,2600
TRUE,DK10611,(SB-315A) - (SU137LR),1633427645,,,90,PCE,,67,1,723.6,,2433,1946.4
TRUE,DK10614,(NI-256A) - Drivaksel høyre,1633427646,,,90,PCE,,62,1,669.6,,1750,1400
TRUE,DK10627,(NI-173A) - Drivaksel venstre,1633427647,,,90,PCE,,89,1,961.2,,2999,2399.2
TRUE,DK10629,(NI-104A1)- Drivaksel venstre,1633427648,,,90,PCE,,46,1,496.8,,1599,1279.2
TRUE,DK10632,(NI-133A) - Drivaksel venstre,1633427649,,,90,PCE,,46,1,496.8,,1450,1160
TRUE,DK10634,(NI-204A1) - Drivaksel høyre,1633427650,,,90,PCE,,54,1,583.2,,1650,1320
TRUE,DK10636,(NI-262) - Drivaksel venstre,1633427651,,,90,PCE,,57,1,615.6,,1990,1592
TRUE,DK10638,(NI-168) - Drivaksel venstre,1633427652,,,90,PCE,,53,1,572.4,,2160,1728
TRUE,DK10646,(NI-162) - Drivaksel venstre,1633427653,,,90,PCE,,57,1,615.6,,1890,1512
TRUE,DK10656,(NI-169) - Drivaksel venstre,1633427654,,,90,PCE,,66,1,712.8,,2280,1824
TRUE,DK10659,(VW-255)- Drivaksel høyre,1633427655,,,90,PCE,19200000,49,1,529.2,,2400,1920
TRUE,DK10661,(VW-245) drivaksel høyre,1633427656,,,90,PCE,20800000,66,1,712.8,,2600,2080
TRUE,DK10662,"(VW-304) - Drivaksel, Volkswagen, Bakaksel Venstre, Bakaksel",1633427657,,,90,PCE,13200000,42,1,453.6,,1650,1320
TRUE,DK10664,(VW-119) - Drivaksel venstre,1633427658,,,90,PCE,,59,1,637.2,,2450,1960
TRUE,DK10665,(VW-124A) - Drivaksel venstre,1633427659,,,90,PCE,,56,1,604.8,,1690,1352
TRUE,DK10666,(VW-409) -(SE179L)- Drivaksel,1633427660,,,90,PCE,,103,1,1112.4,,2890,2312
TRUE,DK10667,(VW-151) -(253003)- Drivaksel venstre,1633427661,,,90,PCE,,49,1,529.2,,1720,1376
TRUE,Dk10668,(VW-153) - Drivaksel venstre,1633427662,,,90,PCE,,52,1,561.6,,2190,1752
TRUE,DK10669,(VW-185) - Drivaksel venstre,1633427663,,,90,PCE,,63,1,680.4,,3499,2799.2
TRUE,DK10672,(VW-118) - (VW-113)- Drivaksel,1633427664,,,90,PCE,,50,1,540,,2072,1657.6
TRUE,DK10673,(VW-180) - Drivaksel venstre,1633427665,,,90,PCE,,46,1,496.8,,2390,1912
TRUE,DK10676,(VW-179) - Drivaksel venstre,1633427666,,,90,PCE,,63,1,680.4,,2770,2216
TRUE,DK10677,(VW-135) - Drivaksel venstre,1633427667,,,90,PCE,,41,1,442.8,,2125,1700
TRUE,DK10678,(VW-1223)- (VW223L)- Drivaksel,1633427668,,,90,PCE,,82,1,885.6,,2900,2320
TRUE,DK10691,(VW-309A) - Drivaksel,1633427669,,,90,PCE,,50,1,540,,2100,1680
TRUE,DK10695,(OP-112) - Drivaksel venstre,1633427670,,,90,PCE,,50,1,540,,1990,1592
TRUE,DK10699,(OP-223) - Drivaksel høyre,1633427671,,,90,PCE,,66,1,712.8,,2499,1999.2
TRUE,DK10700,(OP-204A) - Drivaksel høyre,1633427672,,,90,PCE,,44,1,475.2,,1450,1160
TRUE,DK10703,(OP-126A) - Drivaksel venstre,1633427673,,,90,PCE,,72,1,777.6,,1850,1480
TRUE,DK10708,(OP-216) - Drivaksel høyre,1633427674,,,90,PCE,,57,1,615.6,,2299,1839.2
TRUE,DK10709,(OP-212) - Drivaksel høyre,1633427675,,,90,PCE,,50,1,540,,1750,1400
TRUE,DK10711,(OP-224) - Drivaksel høyre,1633427676,,,90,PCE,,62,1,669.6,,2390,1912
TRUE,DK10719,(OP-117A) - Drivaksel venstre,1633427677,,,90,PCE,,61,1,658.8,,2190,1752
TRUE,DK10759,(OP-103A) - Drivaksel venstre,1633427678,,,90,PCE,,49,1,529.2,,1780,1424
TRUE,DK10765,(OP-205A) - Drivaksel høyre,1633427679,,,90,PCE,,45,1,486,,1450,1160
TRUE,DK10771,(OP-105A) - Drivaksel venstre,1633427680,,,90,PCE,,47,1,507.6,,1880,1504
TRUE,DK10774,(VW-227) - Drivaksel høyre,1633427681,,,90,PCE,,81,1,874.8,,3125,2500
TRUE,DK10780,(VW-225A) - Drivaksel høyre,1633427682,,,90,PCE,,50,1,540,,1450,1160
TRUE,DK10788,(VW-292) - Drivaksel høyre,1633427683,,,90,PCE,,55,1,594,,2490,1992
TRUE,DK10795,(VW-253) - Drivaksel høyre,1633427684,,,90,PCE,,52,1,561.6,,2350,1880
TRUE,DK10808,(VW-244A) - Drivaksel høyre,1633427685,,,90,PCE,,52,1,561.6,,3199,2559.2
TRUE,DK10815,(VW-254) - Drivaksel høyre,1633427686,,,90,PCE,,47,1,507.6,,2180,1744
TRUE,DK10816,(KA-192A) - Drivaksel Venstre,1633427687,,,90,PCE,29200000,77,1,831.6,,3650,2920
TRUE,DK10821,(CT-158) - Drivaksel venstre,1633427688,,,90,PCE,23200000,80,1,864,,2900,2320
TRUE,DK10822,(HY-1198) - (HY158LN)- Drivaksel,1633427689,,,90,PCE,,115,1,1242,,3599,2879.2
TRUE,DK10827,(HY-257A) - Drivaksel høyre,1633427690,,,90,PCE,,88,1,950.4,,2760,2208
TRUE,DK10831,(HY-1169)- (1214-CAMTLH)- Drivaksel,1633427691,,,90,PCE,,54,1,583.2,,2100,1680
TRUE,DK10834,(HY-210A) - Drivaksel høyre,1633427692,,,90,PCE,,73,1,788.4,,2390,1912
TRUE,DK10835,(HY-122A) - Drivaksel venstre,1633427693,,,90,PCE,,73,1,788.4,,2450,1960
TRUE,DK10837,(HY-125A) - Drivaksel venstre,1633427694,,,90,PCE,,74,1,799.2,,2590,2072
TRUE,DK10857,(PG-201A1) - Drivaksel høyre,1633427695,,,90,PCE,,58,1,626.4,,1890,1512
TRUE,DK10867,(KA-110A) - Drivaksel venstre,1633427696,,,90,PCE,,86,1,928.8,,2650,2120
TRUE,DK10870,(SK-222A) - Drivaksel høyre,1633427697,,,90,PCE,,62,1,669.6,,2890,2312
TRUE,DK10871,PG-1010 -( P182ALN ) - Drivaksel,1633427698,,,90,PCE,,78,1,842.4,,2280,1824
TRUE,DK10880,(PG-109A) - Drivaksel venstre,1633427699,,,90,PCE,,46,1,496.8,,1790,1432
TRUE,DK10881,(SB-107A) - Drivaksel venstre,1633427700,,,90,PCE,,50,1,540,,1699,1359.2
TRUE,DK10882,(PG-209A) - Drivaksel høyre,1633427701,,,90,PCE,,48,1,518.4,,1700,1360
TRUE,DK10883,(AD-282A) - Drivaksel høyre,1633427702,,,90,PCE,,72,1,777.6,,3300,2640
TRUE,DK10884,(AD-202A) - Drivaksel høyre,1633427703,,,90,PCE,,49,1,529.2,,2190,1752
TRUE,DK10885,(AD-326) - Drivaksel,1633427704,,,90,PCE,,85,1,918,,3356,2684.8
TRUE,DK10886,(AD-111A) - Drivaksel ventre,1633427705,,,90,PCE,,50,1,540,,1790,1432
TRUE,DK10887,(MI-142A) - Drivaksel venstre,1633427706,,,90,PCE,25768000,81,1,874.8,,3221,2576.8
TRUE,DK10889,(AD-109A) - Drivaksel venstre,1633427707,,,90,PCE,,50,1,540,,1480,1184
TRUE,DK10893,(AD-318) - Drivaksel,1633427708,,,90,PCE,,58,1,626.4,,2800,2240
TRUE,DK10894,AD-1354 (AU354L),1633427709,,,90,PCE,,95,1,1026,,3100,2480
TRUE,DK10896,(AD-422) - Drivaksel,1633427710,,,90,PCE,,105,1,1134,,2980,2384
TRUE,DK10897,(AD-211A) - Drivaksel høyre,1633427711,,,90,PCE,,52,1,561.6,,1840,1472
TRUE,DK10901,(MI-140) - Drivaksel venstre,1633427712,,,90,PCE,,71,1,766.8,,2990,2392
TRUE,DK10903,(MI-240) - Drivaksel høyre,1633427713,,,90,PCE,,68,1,734.4,,2980,2384
TRUE,DK10912,MI-1198 (MI198L),1633427714,,,90,PCE,,156,1,1684.8,,4830,3864
TRUE,DK10914,(SK-214A) - Drivaksel høyre,1633427715,,,90,PCE,,62,1,669.6,,2390,1912
TRUE,DK10916,(RV-301A) - Drivaksel,1633427716,,,90,PCE,,47,1,507.6,,1966,1572.8
TRUE,DK10917,(MZ-271A) - Drivaksel høyre,1633427717,,,90,PCE,,81,1,874.8,,2876,2300.8
TRUE,DK10920,(MI-287A) - Drivaksl høyre,1633427718,,,90,PCE,,83,1,896.4,,2820,2256
TRUE,DK10921,(RV-140A) - Drivaksel venstre,1633427719,,,90,PCE,,82,1,885.6,,2790,2232
TRUE,DK10929,(MZ-128A) Drivaksel venstre,1633427720,,,90,PCE,,92,1,993.6,,3690,2952
TRUE,DK10930,(FI-502) - Drivaksel,1633427721,,,90,PCE,,50,1,540,,1980,1584
TRUE,DK10932,MI-1159 -(MI159LN) - Drivaksel,1633427722,,,90,PCE,,99,1,1069.2,,2999,2399.2
TRUE,DK10933,(RV-302A) - Drivaksel,1633427723,,,90,PCE,,53,1,572.4,,2890,2312
TRUE,DK10935,(MZ-117) - Drivaksel venstre,1633427724,,,90,PCE,,66,1,712.8,,2350,1880
TRUE,DK10940,(MZ-105A) - Drivaksel venstre,1633427725,,,90,PCE,,55,1,594,,2260,1808
TRUE,DK10943,(MZ-217) - Drivaksel høyre,1633427726,,,90,PCE,,62,1,669.6,,2510,2008
TRUE,DK10944,SZ-2645 (SZ134RN) - Drivaksel,1633427727,,,90,PCE,,94,1,1015.2,,3190,2552
TRUE,DK10947,(FI-215) - Drivaksel,1633427728,,,90,PCE,,65,1,702,,2200,1760
TRUE,DK10948,(FI-401) - Drivaksel,1633427729,,,90,PCE,,75,1,810,,2999,2399.2
TRUE,DK10949,(SK-207A) - Drivaksel,1633427730,,,90,PCE,,72,1,777.6,,2890,2312
TRUE,DK10950,(RV-238A) - Drivaksel høyre,1633427731,,,90,PCE,,143,1,1544.4,,3890,3112
TRUE,DK10951,(MI-501A) - Drivaksel,1633427732,,,90,PCE,,136,1,1468.8,,2980,2384
TRUE,DK10952,(RV-236A) - Drivaksel høyre,1633427733,,,90,PCE,,106,1,1144.8,,3200,2560
TRUE,DK10954,(FI-508) - Drivaksel,1633427734,,,90,PCE,,83,1,896.4,,2490,1992
TRUE,DK10955,(JG-102A) - Drivaksel venstre,1633427735,,,90,PCE,,61,1,658.8,,2500,2000
TRUE,DK10956,(KI-2235) - (KI192R)-  Drivaksel høyre,1633427736,,,90,PCE,28000000,103,1,1112.4,,3500,2800
TRUE,DK10957,(MZ-151A) - Drivaksel venstre,1633427737,,,90,PCE,,62,1,669.6,,2450,1960
TRUE,DK10958,(RV-103A) - Drivaksel venstre,1633427738,,,90,PCE,,49,1,529.2,,2100,1680
TRUE,DK10959,MI-2198 (MI198R) - Drivaksel,1633427739,,,90,PCE,,128,1,1382.4,,3800,3040
TRUE,DK10960,(MI-230A) - Drivaksel,1633427740,,,90,PCE,,74,1,799.2,,2263,1810.4
TRUE,DK10964,KA-118A (KA-119A) - Drivaksel,1633427741,,,90,PCE,,63,1,680.4,,2500,2000
TRUE,DK10968,(CT-109A) - Drivaksel venstre,1633427742,,,90,PCE,,62,1,669.6,,2100,1680
TRUE,DK10970,(CT-105A) - Drivaksel venstre,1633427743,,,90,PCE,,50,1,540,,1650,1320
TRUE,DK10972,(CT-124A) - Drivaksel,1633427744,,,90,PCE,,49,1,529.2,,1600,1280
TRUE,DK10976,(CT-227) - Drivaksel høyre,1633427745,,,90,PCE,,68,1,734.4,,2760,2208
TRUE,DK10979,(CT-119) - Drivaksel,1633427746,,,90,PCE,,66,1,712.8,,2150,1720
TRUE,DK10985,(CT-123) - Drivaksel venstre,1633427747,,,90,PCE,,65,1,702,,1980,1584
TRUE,DK10987,(CT-218A) - Drivaksel høyre,1633427748,,,90,PCE,,72,1,777.6,,2300,1840
TRUE,DK10988,(CT-122) - Drivaksel venstre,1633427749,,,90,PCE,,43,1,464.4,,1590,1272
TRUE,DK10989,(CT-127) - Drivaksel,1633427750,,,90,PCE,,58,1,626.4,,2599,2079.2
TRUE,DK10990,(CT-118A) - Drivaksel venstre,1633427751,,,90,PCE,,78,1,842.4,,2150,1720
TRUE,DK10991,(CT-160) - Drivaksel venstre,1633427752,,,90,PCE,,71,1,766.8,,2600,2080
TRUE,DK10992,(CT-226) - Drivaksel høyre,1633427753,,,90,PCE,,55,1,594,,2250,1800
TRUE,DK10999,(CT-117A) - Drivaksel venstre,1633427754,,,90,PCE,,42,1,453.6,,1650,1320
TRUE,DK11001,CT-409 -(C273L)- Drivaksel,1633427755,,,90,PCE,,55,1,594,,2980,2384
TRUE,DK11002,(CT-211A) - Drivaksel høyre,1633427756,,,90,PCE,,60,1,648,,1500,1200
TRUE,DK11003,(BM-124A)  _drivaksel bak venstre,1633427757,,,90,PCE,21440000,89,1,961.2,,2680,2144
TRUE,DK11004,(BM-121) - Drivaksel,1633427758,,,90,PCE,,100,1,1080,,3290,2632
TRUE,DK11005,BM-2260 - (BM260R)- Drivaksel,1633427759,,,90,PCE,,129,1,1393.2,,3300,2640
TRUE,DK11007,BM-1206 (BM260L)- Drivaksel,1633427760,,,90,PCE,,129,1,1393.2,,3200,2560
TRUE,DK11010,(BM-306) - Drivaksel,1633427761,,,90,PCE,,61,1,658.8,,2690,2152
TRUE,DK11011,(BM-211) - Drivaksel venstre,1633427762,,,90,PCE,,100,1,1080,,2360,1888
TRUE,DK12001,(BM-210A) - Drivaksel høyre,1633427763,,,90,PCE,,58,1,626.4,,2500,2000
TRUE,DR10013,(BM-350) - Drivaksel,1633427764,,,90,PCE,,69,1,745.2,,1650,1320
TRUE,DR10026,BM-1222 (BM222L),1633427765,,,90,PCE,,114,1,1231.2,,2780,2224
TRUE,DR10027,(BM-207A) - Drivaksel høyre,1633427766,,,90,PCE,,93,1,1004.4,,2210,1768
TRUE,DR10046,(BM-397) - Drivaksel,1633427767,,,90,PCE,,45,1,486,,2300,1840
TRUE,DR10050,(RN-208) Drivaksel høyre,1633427768,,,90,PCE,19920000,60,1,648,,2490,1992
TRUE,DR10055,(RN-141) - Drivaksel,1633427769,,,90,PCE,,69,1,745.2,,2390,1912
TRUE,DR10073,(RN-241) - Drivaksel,1633427770,,,90,PCE,,62,1,669.6,,3150,2520
TRUE,DR10077,(RN-122) - Drivaksel,1633427771,,,90,PCE,,46,1,496.8,,2300,1840
TRUE,DR10078,(RN-204A1) - Drivaksel,1633427772,,,90,PCE,,45,1,486,,1450,1160
TRUE,DR10092,(RN-212A) - Drivaksel,1633427773,,,90,PCE,,50,1,540,,1850,1480
TRUE,DR10099,(RN-124) - Drivaksel venstre,1633427774,,,90,PCE,,60,1,648,,1990,1592
TRUE,DR10100,(RN-133) - Drivaksel venstre,1633427775,,,90,PCE,,62,1,669.6,,1890,1512
TRUE,DR10108,(RN-238) - Drivaksel høyre,1633427776,,,90,PCE,,68,1,734.4,,2250,1800
TRUE,DR10116,(RN-104A) - Drivaksel venstre,1633427777,,,90,PCE,,37,1,399.6,,1200,960
TRUE,DR10134,(RN-240) - Drivaksel høyre,1633427778,,,90,PCE,,65,1,702,,2790,2232
TRUE,DR10140,(RN-140) - Drivaksel venstre,1633427779,,,90,PCE,,58,1,626.4,,2480,1984
TRUE,DR10143,RN-DR1-16110 - Drivaksel,1633427780,,,90,PCE,,40,1,432,,1790,1432
TRUE,DR10146,(FD-273A ) - Drivaksel høyre,1633427781,,,90,PCE,26000000,71,1,766.8,,3250,2600
TRUE,DR10168,(NI-199) Drivaksel venstre,1633427782,,,90,PCE,23992000,78,1,842.4,,2999,2399.2
TRUE,DR10190,(BM-219) - Drivaksel høyre,1633427783,,,90,PCE,,91,1,982.8,,3800,3040
TRUE,DR10192,BM-M3246 - Drivaksel,1633427784,,,90,PCE,,120,1,1296,,3720,2976
TRUE,DR10196,MB-416 - Drivaksel,1633427785,,,90,PCE,,60,1,648,,,
TRUE,DR10198,(PG-223) - Drivaksel høyre,1633427786,,,90,PCE,,60,1,648,,1890,1512
TRUE,DR10202,(TO-321) - Drivaksel,1633427787,,,90,PCE,,87,1,939.6,,3550,2840
TRUE,DR10203,(FD-264) - Drivaksel høyre,1633427788,,,90,PCE,,70,1,756,,1550,1240
TRUE,DR10220,(AD-328) - Drivaksel,1633427789,,,90,PCE,,85,1,918,,3740,2992
TRUE,DR10227,AD-315 Drivaksel,1633427790,,,90,PCE,,50,1,540,,,
TRUE,DR10246,Drivaksel,1633427791,,,90,PCE,,70,1,756,,,
TRUE,DR10255,Drivaksel,1633427792,,,90,PCE,,70,1,756,,,
TRUE,DR10256,BM-110A - Drivaksel,1633427793,,,90,PCE,,66,1,712.8,,2500,2000
TRUE,DR10260,"(1612-221) -(MB-ST-105) Stikkaksel, indre drivaksel",1633427794,,,90,PCE,19120000,72,1,777.6,,2390,1912
TRUE,DR10266,(CT-206A1) - Drivaksel høyre,1633427795,,,90,PCE,,52,1,561.6,,1499,1199.2
TRUE,DR10268,KD-AD-003 -(AUDI/7A),1633427796,,,90,PCE,,319,1,3445.2,,9450,7560
TRUE,DR10271,KD-D28147,1633427797,,,90,PCE,,279,1,3013.2,,12500,10000
TRUE,DR10278,KD-W1705406,1633427798,,,90,PCE,,416,1,4492.8,,10900,8720
TRUE,DR10280,KD-PSMB03-06 -(HCMV221P)-,1633427799,,,90,PCE,,301,1,3250.8,,7500,6000
TRUE,DR10293,W9069906,1633427800,,,90,PCE,,425,1,4590,,9800,7840
TRUE,DR10306,KA-AD-0550 - saknar på hemsida,1633427801,,,90,PCE,,319,1,3445.2,,,
TRUE,DR10311,37140-3507,1633427802,,,90,PCE,,219,1,2365.2,,,
TRUE,DR10317,KD-NI-00545-06,1633427803,,,90,PCE,,243,1,2624.4,,7840,6272
TRUE,DR10319,KD-NS81012,1633427804,,,90,PCE,,43,1,464.4,,2800,2240
TRUE,DR10322,NS81010,1633427805,,,90,PCE,,43,1,464.4,,2800,2240
TRUE,DR10326,PSMB09,1633427806,,,90,PCE,,301,1,3250.8,,7500,6000
TRUE,DR10331,KD-TO-2525,1633427807,,,90,PCE,,215,1,2322,,,
TRUE,DR10346,KD-PSMB018-06,1633427808,,,90,PCE,,301,1,3250.8,,8900,7120
TRUE,DR10347,KD-MB-7375,1633427809,,,90,PCE,,195,1,2106,,6100,4880
TRUE,DR10353,KD-NI-00545 (NISSAN-AS/10),1633427810,,,90,PCE,,421,1,4546.8,,9800,7840
TRUE,DR10359,KD-315155-org W9065606,1633427811,,,90,PCE,,445,1,4806,,11800,9440
TRUE,DR10361,W9061416,1633427812,,,90,PCE,,425,1,4590,,12500,10000
TRUE,DR10366,MB-AMS/3,1633427813,,,90,PCE,,340,1,3672,,8900,7120
TRUE,DR10370,KD-G21801-org,1633427814,,,90,PCE,,525,1,5670,,11500,9200
TRUE,DR10371,KD-PSHY01,1633427815,,,90,PCE,,227,1,2451.6,,6500,5200
TRUE,DR10374,KD-NI-8068  -(NISSAN-AS/1A)-,1633427816,,,90,PCE,,325,1,3510,,7800,6240
TRUE,DR10376,SPRINTER-2P/8,1633427817,,,90,PCE,,429,1,4633.2,,12500,10000
TRUE,DR10378,G21804,1633427818,,,90,PCE,,425,1,4590,,,
TRUE,DR10389,(OJ-VO-5875) Drivledd,1633427819,,,90,PCE,15840000,62,0,669.6,,1980,1584
TRUE,DR10402,0482-V75R - MR418068 Lager,1633427820,,,90,PCE,8800000,34,0,367.2,,,
TRUE,DR10403,(CB-VW-003-L) Mellomaksel lager,1633427821,,,90,PCE,13520000,64,1,691.2,,1690,1352
TRUE,DR10423,"(ASVL-XC90) - Ledd, Mellomaksel kryss",1633427822,,,90,PCE,0,32,1,345.6,,1380,1104
TRUE,DR10427,"(1410-REXIIPTA40) - Ytre drivknute, drivledd, leddsett, hjulside, fra",1633427823,,,90,PCE,0,53,2,572.4,,1890,1512
TRUE,DR10429,"Reparationssats, bromsok bak",1633427824,,,90,PCE,0,0,0,0,,,
TRUE,DR10432,(CB-MB-211)- (BZCB-211) Mellomaksel lager,1633427825,,,90,PCE,7992000,21,1,226.8,,999,799.2
TRUE,DR10434,(CB-VW-350) - Mellomaksel lager,1633427826,,,90,PCE,13520000,20,4,216,,1790,1432
TRUE,DR10451,(KD-PSMB13) - Mellomaksel,1633427827,,,90,PCE,52000000,301,0,3250.8,,8500,6800
TRUE,DR10452,"(BM-202) - Drivaksel, BMW Framaksel, høyre",1633427828,,,90,PCE,0,59,0,637.2,,2450,1960
TRUE,DR10453,(MK-IV-002) - Mellomaksel kryss,1633427829,,,90,PCE,6400000,21,3,226.8,,1120,896
TRUE,DR10454,"Fett, grease, Drivknute, Drivledd, Universal",1633427830,,,90,PCE,232000,0,0,0,,29,23.2
TRUE,DR10456,(OJ-RN-1984) - Drivledd,1633427831,,,90,PCE,9600000,33,1,356.4,,1200,960
TRUE,DR10457,(OJ-TO-0244) - Drivledd,1633427832,,,90,PCE,7640000,19,3,205.2,,955,764
TRUE,DR10458,(CBMB01 ) - Mellomaksel lager,1633427833,,,90,PCE,6320000,9,4,97.2,,790,632
TRUE,DR10460,"(BKUV03) - Drivakselmansjett, drivleddmansjett,",1633427834,,,90,PCE,1040000,3,70,32.4,,130,104
TRUE,DR10463,(KD-PSMB014) - Mellomaksel,1633427835,,,90,PCE,48000000,302,0,3261.6,,10399,8319.2
TRUE,DR10464,(CB-TO-004) - Mellomaksel lager,1633427836,,,90,PCE,9520000,13,7,140.4,,1190,952
TRUE,DR10466,(VO-236XP) Drivaksel høyre,1633427837,,,90,PCE,27920000,169,0,1825.2,,3490,2792
TRUE,DR10467,(CB-IV-565) -(BMCB91) Mellomaksel lager,1633427838,,,90,PCE,11600000,0,0,0,,1450,1160
TRUE,DR10468,"(EDBKS01) - Mansjett, drivakselmansjett med 10 års garanti",1633427839,,,90,PCE,2000000,6,0,64.8,,250,200
TRUE,DR10469,(OJ-VA-1986) Drivledd,1633427840,,,90,PCE,8640000,25,1,270,,1080,864
TRUE,DR10471,(OJ-CT-1427) - Drivledd,1633427841,,,90,PCE,7544000,16,2,172.8,,943,754.4
TRUE,DR10472,"(MK-RN-40120) - Mellomakselkryss, kryss, ledd, til mellomaksel Re",1633427842,,,90,PCE,5328000,6,5,64.8,,666,532.8
TRUE,DR10474,(CBAD01) - Mellomaksel lager,1633427843,,,90,PCE,15360000,44,0,475.2,,1920,1536
TRUE,DR10475,Frakt,1633427844,,,90,PCE,0,0,0,0,,,
